tenant_id,company_name,industry,investment_usd,employee_count,land_needed_ha,power_requirement_kw,water_requirement_m3,export_oriented,preferred_region,budget_min_etb,budget_max_etb,chosen_park_id,chosen_park_name,match_score,placement_successful,satisfaction_rating,placement_date
TEN92050,Bole Electronics Corporation,electronics,7438388,276,4.61,163.2,132.3,False,any,66880.34343647728,221090.48019097652,hawassa,Hawassa Industrial Park,66.0,False,2.0,2024-11-09 16:12:18.948595
TEN70689,Ethiopia Steel Corporation,steel,25125176,455,6.74,742.4,131.7,False,SNNPR,221738.59708377562,607151.8545522726,semera,Semera Industrial Park,74.0,True,4.0,2025-02-05 16:12:18.948595
TEN89026,Ethiopia Apparel Share Company,apparel,7225647,2042,21.34,3240.4,359.8,True,any,60524.37908063067,199550.43434288487,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-02-03 16:12:18.949107
TEN41797,Abyssinia Beverage Processing,beverage,757256,980,11.25,769.3,388.7,False,any,7444.018004571956,19325.773567575878,adama,Adama Industrial Park,96.0,True,5.0,2025-01-07 16:12:18.949107
TEN36624,Harar Beverage Factory,beverage,6533835,317,5.98,395.0,44.2,False,Oromia,57679.782872165175,167431.1375267206,adama,Adama Industrial Park,96.0,True,5.0,2024-05-21 16:12:18.949107
TEN43728,Meskel Steel International,steel,15228156,754,8.92,637.2,247.2,True,Oromia,144350.5563784937,374738.8787769303,dire_dawa_ftz,Dire Dawa Free Trade Zone,78.0,True,4.0,2024-06-29 16:12:18.949107
TEN10836,Bole Automotive Manufacturing,automotive,41382188,526,10.22,1018.3,162.8,False,Addis Ababa,400790.1917401467,923415.9614042657,bole_lemi_ii,Bole Lemi II Industrial Park,81.0,True,4.6,2024-12-23 16:12:18.949107
TEN63914,Addis Garment PLC,garment,11699310,2730,30.8,3889.6,800.7,False,Dire Dawa,105982.122339742,266128.9705410597,hawassa,Hawassa Industrial Park,89.0,True,5.0,2024-10-26 16:12:18.949107
TEN20357,Harar Pharmaceutical Processing,pharmaceutical,5231757,104,3.9,89.6,36.2,True,Amhara,46656.78533654327,117359.1860289887,kilinto,Kilinto Industrial Park,93.0,True,5.0,2025-10-19 16:12:18.949107
TEN66873,Gondar Garment Group,garment,7799441,582,8.03,773.5,71.3,True,Amhara,77640.77122924909,231942.8763954299,hawassa,Hawassa Industrial Park,93.0,True,5.0,2024-02-01 16:12:18.949107
TEN33508,Gondar Automotive PLC,automotive,8124720,705,11.71,1076.3,149.6,False,any,80621.09591273876,210189.43975577323,semera,Semera Industrial Park,81.0,True,4.4,2025-10-23 16:12:18.949107
TEN20279,Entoto Beverage Factory,beverage,9961648,216,3.74,378.4,55.2,False,SNNPR,80762.99390783178,242774.15319761937,addis_industrial_village,Addis Industrial Village (AIV),74.0,True,4.3,2024-05-10 16:12:18.949107
TEN66603,African Manufacturing International,manufacturing,5975691,842,9.05,766.2,418.5,False,Amhara,54807.54537788958,142225.79093626986,semera,Semera Industrial Park,89.0,True,4.7,2025-10-26 16:12:18.949107
TEN10680,Lalibela Apparel Enterprise,apparel,3587398,1297,15.18,2173.6,209.7,True,Addis Ababa,31281.51862029453,81425.55598944088,hawassa,Hawassa Industrial Park,93.0,True,5.0,2024-06-20 16:12:18.949107
TEN11617,Lalibela Electronics Processing,electronics,2232967,467,5.29,481.4,64.1,False,Amhara,19595.623237412987,46550.65226217333,ict_park,ICT Park,89.0,True,4.6,2024-12-16 16:12:18.949107
TEN20082,Harar Pharmaceutical Textile Mill,pharmaceutical,11023423,121,3.07,150.0,15.2,False,Amhara,109004.50754155182,299936.25604886387,kilinto,Kilinto Industrial Park,89.0,True,4.9,2025-08-24 16:12:18.949107
TEN27842,Lalibela Beverage Factory,beverage,7138609,56,2.55,80.1,23.6,True,Dire Dawa,65721.05077885787,192406.37838443162,adama,Adama Industrial Park,89.0,True,4.8,2025-02-17 16:12:18.949107
TEN57843,Blue Nile Beverage Group,beverage,8737735,802,12.87,1341.7,184.7,True,any,73393.47975724077,261893.06645827313,adama,Adama Industrial Park,96.0,True,4.8,2024-09-24 16:12:18.949107
TEN28242,Lalibela Chemical Industries,chemical,11775453,274,6.98,165.4,120.3,False,any,100154.50660973375,253660.12412602917,kilinto,Kilinto Industrial Park,96.0,True,5.0,2024-05-07 16:12:18.949107
TEN80373,Nile Automotive Share Company,automotive,31897574,1342,16.32,2530.0,601.0,False,Oromia,304236.12929225806,847710.4512053668,semera,Semera Industrial Park,74.0,True,3.7,2024-03-20 16:12:18.949107
TEN83137,Sheba Manufacturing Enterprise,manufacturing,6063269,820,13.05,939.5,85.5,True,Dire Dawa,53042.927155531375,149342.14797458512,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2025-12-15 16:12:18.949107
TEN54966,Piassa Automotive Industries,automotive,24826120,364,6.01,707.1,53.3,False,Oromia,224483.47859681217,582991.8496031216,semera,Semera Industrial Park,74.0,True,4.2,2025-11-02 16:12:18.949107
TEN41970,Entoto Beverage Manufacturing,beverage,2430810,95,1.55,96.4,13.7,False,any,22129.658103219117,56661.929646152,adama,Adama Industrial Park,96.0,True,5.0,2024-04-05 16:12:18.949107
TEN60965,Addis Pharmaceutical Industries,pharmaceutical,23490904,145,4.91,158.5,57.3,False,Amhara,197595.3588990155,646546.1398826576,kombolcha,Kombolcha Industrial Park,66.0,True,4.1,2024-07-09 16:12:18.949107
TEN51078,Merkato Pharmaceutical Group,pharmaceutical,12938238,237,3.76,159.0,87.3,False,any,113663.55954281233,273544.37752058223,kilinto,Kilinto Industrial Park,96.0,True,5.0,2024-02-20 16:12:18.949107
TEN76954,Merkato Beverage Processing,beverage,1921902,990,13.42,960.1,193.5,True,SNNPR,17667.759942794255,49485.248872562275,adama,Adama Industrial Park,89.0,True,5.0,2024-03-20 16:12:18.949107
TEN11256,Meskel Pharmaceutical Manufacturing,pharmaceutical,7599077,334,6.04,237.3,75.4,False,Oromia,63758.20886564503,181157.75356122118,kilinto,Kilinto Industrial Park,89.0,True,4.9,2024-08-24 16:12:18.949107
TEN39470,Lalibela Steel Manufacturing,steel,34786386,1604,18.74,1000.9,180.2,False,Oromia,332609.3477470299,892497.0728388933,semera,Semera Industrial Park,74.0,True,4.2,2024-06-02 16:12:18.949107
TEN81611,Abyssinia Leather Processing,leather,9611809,324,7.44,340.3,139.0,True,any,78863.28649790138,272020.9918390003,bole_lemi,Bole Lemi Industrial Park,100.0,True,5.0,2024-10-06 16:12:18.949107
TEN87060,Harar Food Processing Group,food_processing,1959332,456,7.04,907.9,187.1,True,any,18154.271491671465,42438.770949522914,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2025-11-10 16:12:18.949107
TEN99037,Blue Nile Coffee Processing Manufacturing,coffee_processing,5215824,595,9.14,447.8,292.5,True,Dire Dawa,51769.890556033,145296.74226262906,semera,Semera Industrial Park,76.0,False,2.2,2025-08-27 16:12:18.949107
TEN92288,Bole Medical Processing,medical,5903886,199,6.22,326.8,73.7,False,Oromia,52568.10320576197,155486.38081255136,adama,Adama Industrial Park,66.0,True,4.0,2024-01-29 16:12:18.949107
TEN70089,Harar Coffee Processing Share Company,coffee_processing,8688027,515,7.12,259.4,211.0,False,any,83329.95862004101,208314.20201151553,ict_park,ICT Park,66.0,True,3.6,2025-03-25 16:12:18.949107
TEN92074,Piassa Agro Processing PLC,agro_processing,2691007,660,9.65,810.5,156.7,False,Addis Ababa,22196.702237938516,76899.604589691,mekelle,Mekelle Industrial Park,89.0,True,5.0,2025-06-16 16:12:18.949107
TEN97098,African Footwear PLC,footwear,6064462,2862,29.84,5435.2,599.9,False,Oromia,53322.892743361976,139816.73206006535,bahir_dar,Bahir Dar Industrial Park,74.0,True,4.4,2024-01-20 16:12:18.949107
TEN25806,Bole Leather Manufacturing,leather,4080613,51,3.16,35.7,9.7,False,Oromia,36543.523630628166,90954.6956366265,bole_lemi,Bole Lemi Industrial Park,89.0,True,4.6,2024-12-29 16:12:18.949107
TEN83831,Addis Beverage Group,beverage,6920993,190,5.88,309.6,29.1,False,Dire Dawa,64365.51469024739,168879.11010521412,adama,Adama Industrial Park,89.0,True,4.6,2024-11-14 16:12:18.949107
TEN51222,Horn Metal Industries,metal,19579043,1911,20.0,1243.5,766.3,False,Amhara,167477.86732986476,408075.9523321937,semera,Semera Industrial Park,74.0,True,4.3,2024-02-02 16:12:18.949107
TEN41370,Meskel Textile Processing,textile,6060836,2896,30.38,4084.5,508.1,True,any,49853.32969816204,151495.5985111681,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-01-05 16:12:18.949107
TEN19567,Addis Agro Processing Group,agro_processing,6990068,235,6.72,317.9,57.8,False,any,56864.658502862716,158128.28915961698,mekelle,Mekelle Industrial Park,96.0,True,5.0,2024-08-09 16:12:18.949107
TEN46368,Nile Beverage Textile Mill,beverage,8906206,693,10.88,786.8,180.8,False,SNNPR,72657.21261878344,260143.58502750893,addis_industrial_village,Addis Industrial Village (AIV),74.0,True,4.1,2024-03-31 16:12:18.949107
TEN25202,Piassa Apparel Group,apparel,12721836,1470,17.17,2837.3,287.3,True,any,117265.62000122323,293784.0946902853,hawassa,Hawassa Industrial Park,100.0,True,5.0,2024-01-16 16:12:18.949107
TEN26637,Axum Footwear Share Company,footwear,3748655,246,5.19,250.9,75.5,False,Oromia,35772.89203119077,76073.56457740186,bole_lemi_ii,Bole Lemi II Industrial Park,74.0,True,4.0,2024-05-29 16:12:18.949107
TEN85223,Blue Nile Apparel Industries,apparel,8636951,2232,25.12,1301.6,990.4,True,Addis Ababa,81891.76847503573,172960.86060746,kombolcha,Kombolcha Industrial Park,89.0,True,4.9,2024-12-13 16:12:18.949107
TEN51934,Axum Footwear Share Company,footwear,1593302,933,12.32,1745.6,369.7,False,Amhara,14567.674784620644,33768.45740052736,bahir_dar,Bahir Dar Industrial Park,81.0,True,4.3,2024-07-30 16:12:18.949107
TEN11044,Harar Garment Industries,garment,2156393,1842,22.87,3313.8,754.1,True,Amhara,18508.73122465007,60044.918718079025,debre_birhan,Debre Birhan Industrial Park,96.0,True,5.0,2024-08-22 16:12:18.949107
TEN93354,Addis Chemical Factory,chemical,20339484,425,8.17,368.8,43.6,False,Oromia,162775.34630016147,540481.891437931,jimma,Jimma Industrial Park,66.0,True,3.8,2025-05-11 16:12:18.949107
TEN64140,Harar Steel Enterprise,steel,9019490,1157,16.45,825.6,245.2,True,Dire Dawa,89735.89436874929,188047.56505765804,dire_dawa_ftz,Dire Dawa Free Trade Zone,85.0,True,5.0,2025-10-25 16:12:18.949107
TEN52762,Gondar Garment Enterprise,garment,12113964,1981,24.65,1694.1,404.9,True,any,103500.63928193394,251326.8890856355,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-08-03 16:12:18.949107
TEN70731,Axum Leather Share Company,leather,8042478,218,4.78,241.9,68.5,False,Oromia,65794.24000574145,225800.3633876135,bole_lemi,Bole Lemi Industrial Park,89.0,True,5.0,2025-06-03 16:12:18.949107
TEN14073,Merkato Agro Processing Enterprise,agro_processing,2030298,251,6.21,490.1,64.9,True,SNNPR,18499.88762032834,51775.053467900405,dire_dawa_ftz,Dire Dawa Free Trade Zone,93.0,True,5.0,2025-09-07 16:12:18.949107
TEN94500,Nile Textile Group,textile,14931335,452,8.53,376.7,81.0,False,any,136953.7508778364,435611.03489124216,hawassa,Hawassa Industrial Park,96.0,False,2.9,2024-03-19 16:12:18.949107
TEN16637,African Metal Group,metal,13643054,1807,18.98,3200.0,765.4,True,any,120963.58369022315,371695.57166669966,dire_dawa_ftz,Dire Dawa Free Trade Zone,85.0,True,4.7,2025-01-12 16:12:18.951117
TEN75390,Bole Chemical Corporation,chemical,11226857,145,3.21,264.6,16.5,False,Oromia,100570.87949847935,234385.51309557678,kilinto,Kilinto Industrial Park,89.0,True,5.0,2024-07-20 16:12:18.951117
TEN55093,Entoto Medical Factory,medical,9621045,695,11.03,1379.0,286.9,True,Amhara,84441.62743957719,209721.06612561515,kilinto,Kilinto Industrial Park,93.0,True,5.0,2025-03-28 16:12:18.951117
TEN44934,Ethiopia Garment Industries,garment,9882399,2132,23.43,2933.6,411.7,True,SNNPR,90437.63023706828,294758.8201375055,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-07-16 16:12:18.951117
TEN56095,Horn Pharmaceutical Group,pharmaceutical,21881655,171,3.64,274.8,41.6,False,any,216556.9849243232,620716.2160851682,bole_lemi,Bole Lemi Industrial Park,66.0,True,3.5,2025-12-02 16:12:18.951117
TEN27103,Gondar Apparel Manufacturing,apparel,4902772,430,7.51,227.9,125.2,True,any,48231.32143629545,139448.76379032095,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-08-17 16:12:18.951117
TEN54113,Lalibela Leather Factory,leather,9329762,916,13.53,1777.8,228.5,False,Addis Ababa,77184.2191898864,201289.977706123,bahir_dar,Bahir Dar Industrial Park,89.0,True,4.6,2024-06-13 16:12:18.951117
TEN61327,Ethiopia Coffee Processing Manufacturing,coffee_processing,3441912,278,4.98,445.1,60.6,True,Dire Dawa,31682.033566327016,100539.56489547985,mekelle,Mekelle Industrial Park,74.0,True,3.8,2024-08-19 16:12:18.951117
TEN97821,Gondar Footwear Enterprise,footwear,13504786,1556,16.41,1587.5,354.5,False,any,108346.07882685593,298413.13388391887,bole_lemi,Bole Lemi Industrial Park,81.0,True,4.8,2026-01-08 16:12:18.951117
TEN59197,Blue Nile Garment Enterprise,garment,8352113,1780,21.6,3477.5,807.8,False,Dire Dawa,79992.02808070953,215322.10780543994,hawassa,Hawassa Industrial Park,89.0,True,4.9,2025-12-06 16:12:18.951117
TEN81702,Nile Beverage Factory,beverage,5847182,70,2.38,46.0,16.6,False,Addis Ababa,53724.26540926324,152824.56394969282,adama,Adama Industrial Park,89.0,True,5.0,2025-07-25 16:12:18.951117
TEN80795,Axum Steel International,steel,8594065,471,5.67,380.7,82.9,False,any,73591.37518437678,192296.35401475153,semera,Semera Industrial Park,81.0,True,4.9,2025-08-05 16:12:18.951117
TEN37125,African Garment International,garment,1064014,1677,19.19,1579.4,611.8,False,Addis Ababa,9133.094970467166,22152.091518799498,hawassa,Hawassa Industrial Park,89.0,True,4.9,2024-03-04 16:12:18.951117
TEN70956,Axum Food Processing Industries,food_processing,9628919,193,4.17,203.9,48.7,True,Amhara,93151.67900184753,246909.2269105531,dire_dawa_ftz,Dire Dawa Free Trade Zone,93.0,True,4.7,2024-02-25 16:12:18.951117
TEN64870,Meskel Coffee Processing Group,coffee_processing,9584006,877,11.13,1433.6,167.5,True,Dire Dawa,93571.59994884342,237325.1255945848,jimma,Jimma Industrial Park,89.0,False,3.2,2024-08-13 16:12:18.951117
TEN35260,Horn Electronics PLC,electronics,2973761,869,9.73,1421.5,147.0,False,any,26308.119527927316,88864.30331761204,addis_industrial_village,Addis Industrial Village (AIV),96.0,False,3.3,2024-05-10 16:12:18.951117
TEN91665,Entoto Food Processing Processing,food_processing,1624274,427,5.16,569.9,137.0,False,Addis Ababa,13359.714861174793,34916.081290119066,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2025-09-29 16:12:18.951117
TEN84976,Meskel Leather PLC,leather,2194338,626,10.3,1127.6,283.0,False,Amhara,18310.432814167976,52729.37069996829,bahir_dar,Bahir Dar Industrial Park,96.0,True,5.0,2024-11-30 16:12:18.951117
TEN50756,Axum Agro Processing Enterprise,agro_processing,4485919,807,8.79,978.8,167.4,True,Oromia,43587.29544113675,120440.28720712187,dire_dawa_ftz,Dire Dawa Free Trade Zone,93.0,True,5.0,2024-10-13 16:12:18.951117
TEN77698,Harar Agro Processing PLC,agro_processing,7492286,375,6.97,237.7,103.8,False,Amhara,67659.38395817149,161756.39006369986,mekelle,Mekelle Industrial Park,89.0,True,4.6,2024-07-22 16:12:18.951117
TEN36097,Axum Textile Factory,textile,4234033,911,13.55,729.8,112.1,True,Oromia,40845.76962943869,106067.87740654325,arerti,Arerti Industrial Park,96.0,True,4.8,2024-12-24 16:12:18.951117
TEN21847,Lalibela Automotive PLC,automotive,34937494,1366,14.96,2466.6,457.3,True,Oromia,306511.2236042383,755665.6450565738,dire_dawa_ftz,Dire Dawa Free Trade Zone,78.0,False,3.0,2024-03-18 16:12:18.951117
TEN11166,Meskel Medical Manufacturing,medical,3968370,743,9.14,827.9,80.3,False,any,36884.97970888309,103222.93682083994,kilinto,Kilinto Industrial Park,96.0,True,5.0,2025-03-03 16:12:18.951117
TEN62055,Blue Nile Food Processing PLC,food_processing,6816209,533,9.66,633.5,99.8,True,Dire Dawa,61502.84080926179,181471.71196708514,addis_industrial_village,Addis Industrial Village (AIV),89.0,True,5.0,2025-03-26 16:12:18.951117
TEN34688,Horn Beverage Corporation,beverage,2313693,750,10.17,753.3,157.9,True,Oromia,22051.68946779475,67089.85617618338,addis_industrial_village,Addis Industrial Village (AIV),74.0,True,4.4,2025-12-14 16:12:18.951117
TEN34892,Gondar Automotive Industries,automotive,22409802,755,12.13,835.7,298.0,False,any,210038.9219500304,591240.8516306652,semera,Semera Industrial Park,81.0,False,2.6,2025-03-08 16:12:18.951117
TEN33995,Gondar Pharmaceutical International,pharmaceutical,24065887,480,9.24,370.4,66.7,True,Dire Dawa,196825.25485167987,566819.8406399613,kilinto,Kilinto Industrial Park,93.0,True,5.0,2025-02-04 16:12:18.951117
TEN19334,Meskel Coffee Processing Industries,coffee_processing,5433359,316,5.75,213.8,38.4,False,Dire Dawa,48905.41849399262,155801.4473296942,jimma,Jimma Industrial Park,89.0,True,4.5,2025-08-08 16:12:18.951117
TEN20592,Meskel Footwear Factory,footwear,6749046,1020,12.54,1381.2,471.9,False,SNNPR,62510.10641501692,146914.8710895306,bole_lemi,Bole Lemi Industrial Park,74.0,True,4.0,2025-07-21 16:12:18.951117
TEN14944,Abyssinia Pharmaceutical Factory,pharmaceutical,4954177,300,4.08,345.2,81.5,False,Addis Ababa,49047.03216648388,143275.11552077383,kilinto,Kilinto Industrial Park,96.0,True,4.8,2026-01-05 16:12:18.951117
TEN49085,Lalibela Medical Enterprise,medical,6277230,281,4.71,183.8,84.7,True,Addis Ababa,59355.376618982555,162980.1114423079,kilinto,Kilinto Industrial Park,100.0,True,5.0,2025-01-24 16:12:18.951117
TEN37681,Addis Automotive Group,automotive,17645057,885,10.09,1646.4,376.0,True,SNNPR,158969.03166953567,374633.1418822867,dire_dawa_ftz,Dire Dawa Free Trade Zone,78.0,False,2.5,2024-03-25 16:12:18.951117
TEN16322,Blue Nile Food Processing Processing,food_processing,9471338,889,12.19,1236.5,106.0,True,any,84187.20561767252,201132.86616762346,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2024-02-07 16:12:18.951117
TEN77054,Blue Nile Textile Textile Mill,textile,8061051,1433,17.81,2140.5,298.1,False,Addis Ababa,66326.53000365582,169786.99172106973,bole_lemi,Bole Lemi Industrial Park,96.0,True,5.0,2024-07-23 16:12:18.951117
TEN53332,Sheba Chemical PLC,chemical,15749137,233,4.16,130.3,69.6,True,any,126394.68013449461,328999.9191310179,kilinto,Kilinto Industrial Park,100.0,True,5.0,2025-10-09 16:12:18.951117
TEN23082,African Electronics PLC,electronics,2199372,126,5.83,184.8,35.6,False,Addis Ababa,21343.799792892238,51909.900461095276,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,4.9,2025-11-24 16:12:18.951117
TEN58840,Gondar Textile Manufacturing,textile,12129250,766,11.07,760.6,350.7,False,Addis Ababa,99795.39356966512,291132.35053448734,bole_lemi,Bole Lemi Industrial Park,96.0,True,5.0,2024-09-07 16:12:18.951117
TEN87430,Meskel Steel Group,steel,16192331,1478,15.79,2282.4,182.5,False,Amhara,151508.18042055046,353196.9299346553,semera,Semera Industrial Park,74.0,True,3.7,2024-02-09 16:12:18.951117
TEN85582,Sheba Footwear International,footwear,9189341,2178,22.79,2432.7,257.9,True,Dire Dawa,89561.95589767989,231488.65963471745,bole_lemi_ii,Bole Lemi II Industrial Park,78.0,True,4.3,2025-04-30 16:12:18.951117
TEN17152,Addis Automotive International,automotive,49540867,858,12.12,924.3,373.8,False,any,488906.07653527294,1241279.8983825452,semera,Semera Industrial Park,81.0,True,4.2,2024-08-24 16:12:18.951117
TEN20332,Piassa Agro Processing Enterprise,agro_processing,6051494,346,8.33,199.1,65.4,False,SNNPR,58109.60775022107,148146.53902562495,jimma,Jimma Industrial Park,89.0,True,5.0,2024-03-11 16:12:18.951117
TEN91142,Lalibela Textile Corporation,textile,7768594,620,8.56,828.1,62.0,True,any,70885.81889114785,206224.78430315596,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-05-26 16:12:18.951117
TEN96364,Sheba Metal PLC,metal,42591086,829,12.24,1160.5,320.5,True,Addis Ababa,369806.22844730795,1205278.2794306893,kilinto,Kilinto Industrial Park,70.0,True,3.9,2025-09-23 16:12:18.951117
TEN34581,Blue Nile Garment Processing,garment,9261472,872,9.85,1373.6,338.9,True,any,78085.12831641374,261595.29114431972,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-11-23 16:12:18.951117
TEN82512,Bole Leather Group,leather,8058212,840,10.96,1162.5,253.4,False,Addis Ababa,72248.83228749753,202126.7826729584,bole_lemi_ii,Bole Lemi II Industrial Park,96.0,True,5.0,2025-08-31 16:12:18.951117
TEN45860,Merkato Leather Factory,leather,5899642,446,7.23,480.3,219.3,False,any,58648.24259694145,144709.11547117284,bole_lemi,Bole Lemi Industrial Park,96.0,True,5.0,2024-08-03 16:12:18.951117
TEN48086,Harar Beverage International,beverage,9690659,913,13.5,1431.4,432.9,False,Dire Dawa,80096.62496143459,262655.2769052113,addis_industrial_village,Addis Industrial Village (AIV),74.0,True,4.4,2025-02-13 16:12:18.951117
TEN79979,Lalibela Leather Processing,leather,6409569,829,11.32,1139.2,395.5,False,any,61638.322512248466,161696.1191497693,bole_lemi,Bole Lemi Industrial Park,96.0,True,5.0,2025-06-19 16:12:18.951117
TEN36738,Ethiopia Food Processing Factory,food_processing,3200047,868,13.61,1323.8,137.6,True,any,30810.220310813052,67280.34836841824,adama,Adama Industrial Park,96.0,True,5.0,2025-05-11 16:12:18.951117
TEN99803,Gondar Electronics Corporation,electronics,5325775,853,12.15,486.6,215.5,False,any,43179.276741475616,146121.68914482454,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2024-10-13 16:12:18.951117
TEN48558,Piassa Medical Manufacturing,medical,6669672,983,13.73,1297.5,335.6,False,any,66475.9981909486,138360.27764440718,addis_industrial_village,Addis Industrial Village (AIV),66.0,True,3.7,2024-10-28 16:12:18.951117
TEN30290,Ethiopia Food Processing Manufacturing,food_processing,4933204,669,7.78,920.5,135.1,True,any,48627.857080959315,128109.40441414654,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2025-03-07 16:12:18.951117
TEN78236,Nile Automotive Corporation,automotive,43431702,1767,20.65,1076.7,676.9,False,any,361297.07947722106,1104502.9945764889,semera,Semera Industrial Park,81.0,True,4.9,2024-03-01 16:12:18.951117
TEN25036,Harar Agro Processing Enterprise,agro_processing,6553183,439,6.21,845.3,152.5,False,Addis Ababa,55575.55123585704,173152.41858073248,adama,Adama Industrial Park,89.0,False,3.1,2025-02-15 16:12:18.951117
TEN59146,Entoto Manufacturing Corporation,manufacturing,2402100,987,12.11,1293.3,210.4,False,any,21357.344447314048,49095.36074673116,dire_dawa_ftz,Dire Dawa Free Trade Zone,96.0,True,4.9,2025-10-03 16:12:18.951117
TEN23621,Abyssinia Pharmaceutical Corporation,pharmaceutical,20051439,445,7.35,641.0,82.0,False,Amhara,193646.71884520847,577208.1885474672,kilinto,Kilinto Industrial Park,89.0,True,5.0,2025-10-28 16:12:18.951117
TEN85361,Sheba Footwear Textile Mill,footwear,8704520,297,6.7,165.4,38.4,True,Addis Ababa,76732.6553461444,213358.72362573285,bole_lemi,Bole Lemi Industrial Park,85.0,True,4.6,2025-09-10 16:12:18.951117
TEN23911,Lalibela Horticulture International,horticulture,1560950,56,4.46,77.2,21.3,True,any,13428.386781064703,32569.303254033228,hawassa,Hawassa Industrial Park,70.0,True,3.9,2024-03-04 16:12:18.951117
TEN49066,Harar Textile PLC,textile,3622672,2141,24.31,1508.5,548.9,False,SNNPR,32991.849152672796,92561.796255781,hawassa,Hawassa Industrial Park,96.0,True,5.0,2024-07-08 16:12:18.951117
TEN77181,Horn Horticulture Manufacturing,horticulture,5611869,137,2.82,220.9,53.5,True,any,46960.03811444977,146856.1537729882,hawassa,Hawassa Industrial Park,70.0,True,4.2,2024-06-08 16:12:18.951117
TEN73857,Gondar Garment Factory,garment,8738745,2448,27.88,1492.6,902.5,True,Dire Dawa,72150.83894247927,232055.0123270059,hawassa,Hawassa Industrial Park,93.0,True,5.0,2025-02-18 16:12:18.951117
TEN66139,African Automotive PLC,automotive,27034932,1072,13.99,1027.5,357.7,False,Oromia,233214.9365970931,753101.3170477676,semera,Semera Industrial Park,74.0,True,4.0,2025-01-06 16:12:18.951117
TEN33038,Nile Footwear Textile Mill,footwear,13297242,2983,31.82,3639.1,829.7,False,Addis Ababa,129214.98256834025,284561.2006932314,bole_lemi_ii,Bole Lemi II Industrial Park,81.0,True,4.9,2025-10-23 16:12:18.951117
TEN82298,Axum Apparel Corporation,apparel,9509040,276,6.1,474.4,91.5,False,Addis Ababa,93074.21602207163,241498.91290850457,hawassa,Hawassa Industrial Park,89.0,True,4.8,2024-05-16 16:12:18.951117
TEN99674,African Beverage Corporation,beverage,8296391,187,4.63,118.9,45.9,True,Dire Dawa,68700.26830244804,179137.53434983754,adama,Adama Industrial Park,89.0,True,5.0,2025-08-13 16:12:18.951117
TEN77880,Harar Automotive Processing,automotive,7712528,884,10.32,1088.6,110.6,True,SNNPR,68944.9752842393,189315.0633655967,dire_dawa_ftz,Dire Dawa Free Trade Zone,78.0,False,2.4,2024-01-20 16:12:18.954144
TEN57880,Nile Electronics Corporation,electronics,5088489,698,11.24,624.7,221.8,True,any,43268.30136197801,151264.195009268,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2025-01-21 16:12:18.954144
TEN94341,Axum Automotive Industries,automotive,37353860,1773,22.22,904.0,802.8,False,Dire Dawa,310054.99831760424,805856.2452237416,dire_dawa_ftz,Dire Dawa Free Trade Zone,81.0,False,2.9,2024-11-11 16:12:18.954144
TEN12942,Sheba Agro Processing PLC,agro_processing,2401507,837,11.04,1019.7,154.2,True,any,19826.28999749212,62255.41052814898,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2025-08-12 16:12:18.954144
TEN96736,Lalibela Garment Share Company,garment,5332877,881,13.46,1123.2,231.0,False,any,44973.14811325405,139002.82010953443,hawassa,Hawassa Industrial Park,96.0,True,5.0,2024-11-15 16:12:18.954144
TEN69437,Nile Footwear Industries,footwear,14764920,2586,29.81,3710.4,787.0,True,any,129287.88071431093,314819.5729816816,bole_lemi_ii,Bole Lemi II Industrial Park,85.0,True,5.0,2024-02-09 16:12:18.954144
TEN79655,Entoto Steel Share Company,steel,15036881,1842,21.64,1411.2,848.5,False,any,123097.62085229481,399889.7022634218,dire_dawa_ftz,Dire Dawa Free Trade Zone,81.0,False,3.0,2024-03-16 16:12:18.954144
TEN59969,Harar Steel Group,steel,33231626,1219,14.36,688.9,380.2,True,any,319330.7388725344,966328.786478659,bole_lemi_ii,Bole Lemi II Industrial Park,85.0,True,4.5,2025-05-16 16:12:18.954144
TEN85757,Entoto Apparel Share Company,apparel,11037679,1360,18.05,1513.6,238.8,False,any,99775.36081466258,262148.1744966713,hawassa,Hawassa Industrial Park,96.0,True,5.0,2025-09-22 16:12:18.954144
TEN99208,Merkato Footwear Industries,footwear,11931630,1945,22.58,1734.9,611.6,False,any,105314.01098073709,332151.33389494655,bahir_dar,Bahir Dar Industrial Park,81.0,True,4.6,2025-04-25 16:12:18.954144
