id,assetCode,name,description,category,status,condition,parkId,parkName,location,purchaseDate,purchaseCost,currentValue,depreciationRate,manufacturer,model,serialNumber,maintenanceInterval,lastMaintenanceDate,nextMaintenanceDate,warrantyExpiry,age_days,maintenance_count,days_since_maintenance,failure_probability,createdAt,updatedAt
asset_0111,SAF-220340-767,Generic Brand Safety Equipment #112,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,damaged,poor,kombolcha,Hawassa Industrial Park,"Building A, Floor 1",2024-02-26T00:23:31.979425,6788,5150.65,13.71,Generic Brand,Generic Brand-245,SN4472852,180,2025-12-25T00:23:31.979425,2026-06-23T00:23:31.979425,2025-02-25T00:23:31.979425,684,3,16,15.19,2024-02-26T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0112,VEH-992460-566,Isuzu Vehicle #113,Isuzu industrial vehicle for manufacturing operations,vehicle,operational,excellent,bole-lemi,Bole Lemi Industrial Park,"Building A, Floor 2",2025-08-14T00:23:31.979425,134912,123603.27,19.31,Isuzu,Isuzu-307,SN6094493,120,2025-12-28T00:23:31.979425,2026-04-27T00:23:31.979425,2026-08-14T00:23:31.979425,149,1,13,5.04,2025-08-14T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0113,IT--293982-101,Lenovo It Equipment #114,Lenovo industrial it-equipment for manufacturing operations,it-equipment,damaged,fair,kilinto,Bole Lemi Industrial Park,"Building B, Floor 2",2021-01-23T00:23:31.979425,4167,1607.06,17.47,Lenovo,Lenovo-999,SN6904078,365,2025-10-25T00:23:31.979425,2026-10-25T00:23:31.979425,2023-01-23T00:23:31.979425,1813,4,77,10.5,2021-01-23T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0114,UTI-715617-607,Grundfos Utility #115,Grundfos industrial utility for manufacturing operations,utility,operational,fair,kombolcha,Bole Lemi Industrial Park,"Building B, Floor 1",2023-03-09T00:23:31.979425,51584,28137.67,19.21,Grundfos,Grundfos-396,SN7049882,90,2025-11-16T00:23:31.979425,2026-02-14T00:23:31.979425,2025-03-08T00:23:31.979425,1038,11,55,10.28,2023-03-09T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0115,IT--770123-687,Huawei It Equipment #116,Huawei industrial it-equipment for manufacturing operations,it-equipment,maintenance,poor,bole-lemi,Bole Lemi Industrial Park,"Building D, Floor 1",2022-11-16T00:23:31.979425,6064,3355.69,17.12,Huawei,Huawei-870,SN4274297,365,2025-07-31T00:23:31.979425,2026-07-31T00:23:31.979425,2025-11-15T00:23:31.979425,1151,3,163,15.32,2022-11-16T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0116,SAF-770478-834,Generic Brand Safety Equipment #117,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,bole-lemi,Kilinto Industrial Park,"Building B, Floor 1",2024-09-27T00:23:31.979425,1809,1670.26,6.01,Generic Brand,Generic Brand-893,SN1459626,180,2025-10-25T00:23:31.979425,2026-04-23T00:23:31.979425,2026-09-27T00:23:31.979425,470,2,77,5.13,2024-09-27T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0117,OTH-640508-268,Generic Brand Other #118,Generic Brand industrial other for manufacturing operations,other,operational,excellent,kombolcha,Hawassa Industrial Park,"Building D, Floor 3",2023-10-14T00:23:31.979425,19547,16805.75,6.52,Generic Brand,Generic Brand-435,SN7164906,180,2025-11-26T00:23:31.979425,2026-05-25T00:23:31.979425,2025-10-13T00:23:31.979425,819,4,45,5.22,2023-10-14T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0118,INF-465181-200,Komatsu Infrastructure #119,Komatsu industrial infrastructure for manufacturing operations,infrastructure,operational,fair,kilinto,Kombolcha Industrial Park,"Building B, Floor 1",2023-07-02T00:23:31.979425,653603,439792.58,14.51,Komatsu,Komatsu-557,SN3847279,180,2026-01-03T00:23:31.979425,2026-07-02T00:23:31.979425,2024-07-01T00:23:31.979425,923,5,7,10.25,2023-07-02T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0119,VEH-564133-827,Hino Vehicle #120,Hino industrial vehicle for manufacturing operations,vehicle,operational,excellent,bole-lemi,Bole Lemi Industrial Park,"Building A, Floor 1",2025-09-08T00:23:31.979425,61253,57043.04,18.92,Hino,Hino-554,SN3550191,120,2025-10-13T00:23:31.979425,2026-02-10T00:23:31.979425,2026-09-08T00:23:31.979425,124,1,89,5.03,2025-09-08T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0120,INF-993391-194,Komatsu Infrastructure #121,Komatsu industrial infrastructure for manufacturing operations,infrastructure,repair,excellent,bole-lemi,Hawassa Industrial Park,"Building D, Floor 3",2024-07-28T00:23:31.979425,773167,634915.83,12.67,Komatsu,Komatsu-128,SN4808022,180,2025-10-27T00:23:31.979425,2026-04-25T00:23:31.979425,2025-07-28T00:23:31.979425,531,2,75,5.15,2024-07-28T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0121,IT--970338-258,Cisco It Equipment #122,Cisco industrial it-equipment for manufacturing operations,it-equipment,repair,good,hawassa-park,Hawassa Industrial Park,"Building C, Floor 1",2022-10-06T00:23:31.979425,9893,8043.15,6.15,Cisco,Cisco-415,SN4583597,365,2025-07-22T00:23:31.979425,2026-07-22T00:23:31.979425,2025-10-05T00:23:31.979425,1192,3,172,7.33,2022-10-06T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0122,SAF-192549-725,Generic Brand Safety Equipment #123,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,repair,fair,hawassa-park,Hawassa Industrial Park,"Building B, Floor 3",2022-08-08T00:23:31.979425,4065,2998.17,8.5,Generic Brand,Generic Brand-903,SN9974434,180,2025-08-08T00:23:31.979425,2026-02-04T00:23:31.979425,2025-08-07T00:23:31.979425,1251,6,155,10.34,2022-08-08T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0123,TOO-890843-251,Generic Brand Tool #124,Generic Brand industrial tool for manufacturing operations,tool,reserved,fair,kombolcha,Kombolcha Industrial Park,"Building D, Floor 1",2023-11-17T00:23:31.979425,4970,3642.01,13.47,Generic Brand,Generic Brand-875,SN2849479,180,2025-12-25T00:23:31.979425,2026-06-23T00:23:31.979425,2026-11-16T00:23:31.979425,785,4,16,10.22,2023-11-17T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0124,UTI-105375-426,KSB Utility #125,KSB industrial utility for manufacturing operations,utility,operational,fair,kombolcha,Bole Lemi Industrial Park,"Building D, Floor 1",2024-05-06T00:23:31.979425,98645,88229.17,6.42,KSB,KSB-950,SN2925944,90,2025-12-18T00:23:31.979425,2026-03-18T00:23:31.979425,2027-05-06T00:23:31.979425,614,6,23,10.17,2024-05-06T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0125,OTH-577805-372,Generic Brand Other #126,Generic Brand industrial other for manufacturing operations,other,reserved,excellent,kombolcha,Bole Lemi Industrial Park,"Building C, Floor 1",2025-07-24T00:23:31.979425,46652,44218.97,10.87,Generic Brand,Generic Brand-114,SN1966083,180,2025-08-06T00:23:31.979425,2026-02-02T00:23:31.979425,2027-07-24T00:23:31.979425,170,0,157,5.05,2025-07-24T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0126,VEH-206833-688,Volvo Vehicle #127,Volvo industrial vehicle for manufacturing operations,vehicle,operational,fair,kilinto,Kombolcha Industrial Park,"Building B, Floor 1",2023-04-08T00:23:31.979425,118706,95734.71,7.5,Volvo,Volvo-821,SN3260074,120,2025-11-05T00:23:31.979425,2026-03-05T00:23:31.979425,2025-04-07T00:23:31.979425,1008,8,66,10.28,2023-04-08T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0127,UTI-501336-320,KSB Utility #128,KSB industrial utility for manufacturing operations,utility,operational,good,kilinto,Bole Lemi Industrial Park,"Building B, Floor 3",2022-01-04T00:23:31.979425,51914,32826.02,10.79,KSB,KSB-277,SN3665386,90,2025-12-03T00:23:31.979425,2026-03-03T00:23:31.979425,2025-01-03T00:23:31.979425,1467,16,38,7.4,2022-01-04T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0128,VEH-878024-816,Hino Vehicle #129,Hino industrial vehicle for manufacturing operations,vehicle,operational,good,bole-lemi,Kilinto Industrial Park,"Building D, Floor 3",2021-12-20T00:23:31.979425,44674,28963.43,10.13,Hino,Hino-242,SN2120471,120,2025-12-08T00:23:31.979425,2026-04-07T00:23:31.979425,2024-12-19T00:23:31.979425,1482,12,33,7.41,2021-12-20T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0129,FUR-194723-445,Generic Brand Furniture #130,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,fair,bole-lemi,Kombolcha Industrial Park,"Building C, Floor 2",2024-03-06T00:23:31.979425,3765,2807.43,14.68,Generic Brand,Generic Brand-923,SN4937687,180,2025-11-11T00:23:31.979425,2026-05-10T00:23:31.979425,2027-03-06T00:23:31.979425,675,3,60,10.18,2024-03-06T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0130,INF-398168-799,General Electric Infrastructure #131,General Electric industrial infrastructure for manufacturing operations,infrastructure,operational,good,kilinto,Kilinto Industrial Park,"Building A, Floor 1",2025-07-08T00:23:31.979425,970847,928769.65,8.33,General Electric,General Electric-274,SN9211006,180,2025-07-25T00:23:31.979425,2026-01-21T00:23:31.979425,2027-07-08T00:23:31.979425,186,1,169,7.05,2025-07-08T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0131,FUR-860979-330,Generic Brand Furniture #132,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,poor,kilinto,Hawassa Industrial Park,"Building D, Floor 1",2022-08-22T00:23:31.979425,919,629.08,10.59,Generic Brand,Generic Brand-335,SN2822673,180,2025-07-24T00:23:31.979425,2026-01-20T00:23:31.979425,2024-08-21T00:23:31.979425,1237,6,170,15.34,2022-08-22T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0132,MAC-698575-169,Siemens Machinery #133,Siemens industrial machinery for manufacturing operations,machinery,repair,critical,bole-lemi,Kilinto Industrial Park,"Building C, Floor 3",2024-12-19T00:23:31.979425,227195,186453.09,17.02,Siemens,Siemens-749,SN8744171,90,2025-10-12T00:23:31.979425,2026-01-10T00:23:31.979425,2026-12-19T00:23:31.979425,387,4,90,25.11,2024-12-19T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0133,VEH-173456-998,Hino Vehicle #134,Hino industrial vehicle for manufacturing operations,vehicle,operational,excellent,kilinto,Hawassa Industrial Park,"Building C, Floor 3",2025-12-03T00:23:31.979425,118331,117485.08,6.66,Hino,Hino-436,SN4290881,120,2026-01-07T00:23:31.979425,2026-05-07T00:23:31.979425,2026-12-03T00:23:31.979425,38,0,3,5.01,2025-12-03T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0134,MAC-178953-727,ABB Machinery #135,ABB industrial machinery for manufacturing operations,machinery,operational,excellent,hawassa-park,Bole Lemi Industrial Park,"Building C, Floor 1",2023-12-14T00:23:31.979425,86042,56684.2,18.22,ABB,ABB-856,SN4486565,90,2025-10-14T00:23:31.979425,2026-01-12T00:23:31.979425,2025-12-13T00:23:31.979425,758,8,88,5.21,2023-12-14T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0135,SAF-967720-660,Generic Brand Safety Equipment #136,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,good,kilinto,Hawassa Industrial Park,"Building A, Floor 3",2024-08-13T00:23:31.979425,8808,6762.13,17.09,Generic Brand,Generic Brand-937,SN4391255,180,2025-08-17T00:23:31.979425,2026-02-13T00:23:31.979425,2026-08-13T00:23:31.979425,515,2,146,7.14,2024-08-13T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0136,UTI-390463-645,Grundfos Utility #137,Grundfos industrial utility for manufacturing operations,utility,operational,good,kilinto,Kombolcha Industrial Park,"Building C, Floor 2",2024-03-11T00:23:31.979425,27336,24680.18,5.42,Grundfos,Grundfos-447,SN6831102,90,2025-10-22T00:23:31.979425,2026-01-20T00:23:31.979425,2025-03-11T00:23:31.979425,670,7,80,7.18,2024-03-11T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0137,MAC-858184-415,Mitsubishi Machinery #138,Mitsubishi industrial machinery for manufacturing operations,machinery,operational,fair,kilinto,Hawassa Industrial Park,"Building D, Floor 3",2023-11-29T00:23:31.979425,486370,410128.07,7.74,Mitsubishi,Mitsubishi-836,SN9944316,90,2026-01-04T00:23:31.979425,2026-04-04T00:23:31.979425,2026-11-28T00:23:31.979425,773,8,6,10.21,2023-11-29T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0138,TOO-966234-170,Generic Brand Tool #139,Generic Brand industrial tool for manufacturing operations,tool,operational,excellent,bole-lemi,Hawassa Industrial Park,"Building D, Floor 3",2025-11-17T00:23:31.979425,1201,1184.25,9.06,Generic Brand,Generic Brand-971,SN7142817,180,2025-08-18T00:23:31.979425,2026-02-14T00:23:31.979425,2027-11-17T00:23:31.979425,54,0,145,5.01,2025-11-17T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0139,UTI-552241-358,Grundfos Utility #140,Grundfos industrial utility for manufacturing operations,utility,operational,fair,hawassa-park,Kombolcha Industrial Park,"Building C, Floor 1",2023-12-04T00:23:31.979425,56619,45855.65,9.54,Grundfos,Grundfos-873,SN8502674,90,2025-12-06T00:23:31.979425,2026-03-06T00:23:31.979425,2025-12-03T00:23:31.979425,768,8,35,10.21,2023-12-04T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0140,IT--737985-848,Lenovo It Equipment #141,Lenovo industrial it-equipment for manufacturing operations,it-equipment,operational,good,bole-lemi,Bole Lemi Industrial Park,"Building C, Floor 1",2024-05-23T00:23:31.979425,2753,2305.57,10.28,Lenovo,Lenovo-231,SN1345519,365,2025-09-01T00:23:31.979425,2026-09-01T00:23:31.979425,2025-05-23T00:23:31.979425,597,1,131,7.16,2024-05-23T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0141,OTH-552781-427,Generic Brand Other #142,Generic Brand industrial other for manufacturing operations,other,maintenance,excellent,bole-lemi,Hawassa Industrial Park,"Building C, Floor 1",2025-10-11T00:23:31.979425,45141,42947.74,18.12,Generic Brand,Generic Brand-119,SN8148053,180,2025-12-16T00:23:31.979425,2026-06-14T00:23:31.979425,2027-10-11T00:23:31.979425,91,0,25,5.02,2025-10-11T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0142,MAC-928140-131,Honeywell Machinery #143,Honeywell industrial machinery for manufacturing operations,machinery,maintenance,fair,kombolcha,Hawassa Industrial Park,"Building A, Floor 1",2023-08-08T00:23:31.979425,79726,60910.08,10.5,Honeywell,Honeywell-287,SN3006064,90,2025-11-20T00:23:31.979425,2026-02-18T00:23:31.979425,2026-08-07T00:23:31.979425,886,9,51,10.24,2023-08-08T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0143,OTH-983528-147,Generic Brand Other #144,Generic Brand industrial other for manufacturing operations,other,operational,fair,bole-lemi,Kilinto Industrial Park,"Building A, Floor 3",2022-03-23T00:23:31.979425,12463,7887.69,11.33,Generic Brand,Generic Brand-664,SN5611680,180,2025-12-21T00:23:31.979425,2026-06-19T00:23:31.979425,2024-03-22T00:23:31.979425,1389,7,20,10.38,2022-03-23T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0144,VEH-121315-185,Isuzu Vehicle #145,Isuzu industrial vehicle for manufacturing operations,vehicle,operational,good,kilinto,Kilinto Industrial Park,"Building C, Floor 3",2024-04-18T00:23:31.979425,62152,49569.87,12.25,Isuzu,Isuzu-627,SN1646303,120,2025-10-25T00:23:31.979425,2026-02-22T00:23:31.979425,2026-04-18T00:23:31.979425,632,5,77,7.17,2024-04-18T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0145,TOO-878596-136,Generic Brand Tool #146,Generic Brand industrial tool for manufacturing operations,tool,maintenance,poor,kilinto,Hawassa Industrial Park,"Building C, Floor 3",2024-05-21T00:23:31.979425,3935,3037.49,14.6,Generic Brand,Generic Brand-513,SN2456766,180,2025-07-30T00:23:31.979425,2026-01-26T00:23:31.979425,2025-05-21T00:23:31.979425,599,3,164,15.16,2024-05-21T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0146,IT--859202-586,Cisco It Equipment #147,Cisco industrial it-equipment for manufacturing operations,it-equipment,repair,good,kilinto,Kilinto Industrial Park,"Building C, Floor 3",2025-07-22T00:23:31.979425,8882,8288.98,13.65,Cisco,Cisco-119,SN5638418,365,2025-04-26T00:23:31.979425,2026-04-26T00:23:31.979425,2028-07-21T00:23:31.979425,172,0,259,7.05,2025-07-22T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0147,MAC-151825-368,Schneider Electric Machinery #148,Schneider Electric industrial machinery for manufacturing operations,machinery,repair,poor,kilinto,Bole Lemi Industrial Park,"Building B, Floor 3",2021-10-18T00:23:31.979425,318788,182470.77,12.36,Schneider Electric,Schneider Electric-541,SN2367523,90,2025-12-05T00:23:31.982399,2026-03-05T00:23:31.982399,2024-10-17T00:23:31.979425,1545,17,36,15.42,2021-10-18T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0148,IT--108711-492,Dell It Equipment #149,Dell industrial it-equipment for manufacturing operations,it-equipment,operational,fair,hawassa-park,Kilinto Industrial Park,"Building B, Floor 1",2021-02-27T00:23:31.979425,9270,6758.66,6.28,Dell,Dell-838,SN6998916,365,2025-09-30T00:23:31.982399,2026-09-30T00:23:31.982399,2023-02-27T00:23:31.979425,1778,4,102,10.49,2021-02-27T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0149,VEH-801177-994,Mercedes-Benz Vehicle #150,Mercedes-Benz industrial vehicle for manufacturing operations,vehicle,operational,good,kombolcha,Bole Lemi Industrial Park,"Building C, Floor 2",2025-10-04T00:23:31.979425,74323,71456.02,13.64,Mercedes-Benz,Mercedes-Benz-803,SN9618090,120,2025-11-15T00:23:31.982399,2026-03-15T00:23:31.982399,2026-10-04T00:23:31.979425,98,0,56,7.03,2025-10-04T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0150,INF-809424-474,General Electric Infrastructure #151,General Electric industrial infrastructure for manufacturing operations,infrastructure,operational,good,bole-lemi,Kombolcha Industrial Park,"Building C, Floor 2",2023-10-05T00:23:31.979425,992080,645897.98,17.25,General Electric,General Electric-464,SN3261690,180,2025-12-26T00:23:31.982399,2026-06-24T00:23:31.982399,2026-10-04T00:23:31.979425,828,4,15,7.23,2023-10-05T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0151,IT--645363-378,Cisco It Equipment #152,Cisco industrial it-equipment for manufacturing operations,it-equipment,operational,poor,hawassa-park,Kombolcha Industrial Park,"Building B, Floor 1",2021-05-13T00:23:31.979425,7731,4910.7,9.27,Cisco,Cisco-908,SN2511336,365,2025-10-06T00:23:31.982399,2026-10-06T00:23:31.982399,2023-05-13T00:23:31.979425,1703,4,96,15.47,2021-05-13T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0152,UTI-802493-374,KSB Utility #153,KSB industrial utility for manufacturing operations,utility,operational,excellent,kombolcha,Kilinto Industrial Park,"Building B, Floor 3",2024-08-20T00:23:31.979425,39654,36162.83,6.41,KSB,KSB-797,SN1779757,90,2025-11-06T00:23:31.982399,2026-02-04T00:23:31.982399,2027-08-20T00:23:31.979425,508,5,65,5.14,2024-08-20T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0153,INF-926963-133,Caterpillar Infrastructure #154,Caterpillar industrial infrastructure for manufacturing operations,infrastructure,maintenance,fair,kombolcha,Kombolcha Industrial Park,"Building D, Floor 3",2025-05-04T00:23:31.979425,297780,277904.19,9.56,Caterpillar,Caterpillar-847,SN6605748,180,2025-10-10T00:23:31.982399,2026-04-08T00:23:31.982399,2026-05-04T00:23:31.979425,251,1,92,10.07,2025-05-04T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0154,MAC-334397-892,ABB Machinery #155,ABB industrial machinery for manufacturing operations,machinery,operational,good,kombolcha,Kilinto Industrial Park,"Building A, Floor 1",2023-07-11T00:23:31.979425,366498,250927.24,14.05,ABB,ABB-689,SN9330269,90,2025-11-07T00:23:31.982399,2026-02-05T00:23:31.982399,2025-07-10T00:23:31.979425,914,10,64,7.25,2023-07-11T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0155,TOO-849696-561,Generic Brand Tool #156,Generic Brand industrial tool for manufacturing operations,tool,operational,good,hawassa-park,Hawassa Industrial Park,"Building D, Floor 2",2021-02-28T00:23:31.979425,4550,3171.16,7.15,Generic Brand,Generic Brand-653,SN1881008,180,2025-08-29T00:23:31.982399,2026-02-25T00:23:31.982399,2023-02-28T00:23:31.979425,1777,9,134,7.49,2021-02-28T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0156,UTI-968869-659,KSB Utility #157,KSB industrial utility for manufacturing operations,utility,reserved,poor,kombolcha,Kombolcha Industrial Park,"Building A, Floor 3",2021-06-30T00:23:31.979425,86914,31987.26,19.8,KSB,KSB-819,SN5279519,90,2025-11-16T00:23:31.982399,2026-02-14T00:23:31.982399,2022-06-30T00:23:31.979425,1655,18,55,15.45,2021-06-30T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0157,FUR-480967-641,Generic Brand Furniture #158,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,fair,hawassa-park,Kilinto Industrial Park,"Building C, Floor 1",2024-04-21T00:23:31.979425,1075,956.12,6.58,Generic Brand,Generic Brand-633,SN3749513,180,2025-10-02T00:23:31.982399,2026-03-31T00:23:31.982399,2027-04-21T00:23:31.979425,629,3,100,10.17,2024-04-21T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0158,TOO-418352-579,Generic Brand Tool #159,Generic Brand industrial tool for manufacturing operations,tool,maintenance,critical,hawassa-park,Kombolcha Industrial Park,"Building C, Floor 2",2021-07-27T00:23:31.979425,4560,2557.9,12.16,Generic Brand,Generic Brand-431,SN7468144,180,2025-08-10T00:23:31.982399,2026-02-06T00:23:31.982399,2023-07-27T00:23:31.979425,1628,9,153,25.45,2021-07-27T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0159,MAC-185590-510,ABB Machinery #160,ABB industrial machinery for manufacturing operations,machinery,operational,fair,kombolcha,Kombolcha Industrial Park,"Building A, Floor 1",2022-06-06T00:23:31.979425,119539,97747.93,5.44,ABB,ABB-863,SN8102291,90,2025-12-01T00:23:31.982399,2026-03-01T00:23:31.982399,2024-06-05T00:23:31.979425,1314,14,40,10.36,2022-06-06T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0160,SAF-723742-168,Generic Brand Safety Equipment #161,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,reserved,fair,kilinto,Hawassa Industrial Park,"Building A, Floor 2",2021-11-03T00:23:31.979425,5057,3808.73,6.55,Generic Brand,Generic Brand-353,SN6860677,180,2025-08-04T00:23:31.982399,2026-01-31T00:23:31.982399,2023-11-03T00:23:31.979425,1529,8,159,10.42,2021-11-03T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0161,INF-235238-237,General Electric Infrastructure #162,General Electric industrial infrastructure for manufacturing operations,infrastructure,operational,fair,hawassa-park,Bole Lemi Industrial Park,"Building A, Floor 3",2023-01-31T00:23:31.979425,485332,390903.84,7.09,General Electric,General Electric-256,SN7550557,180,2025-12-04T00:23:31.982399,2026-06-02T00:23:31.982399,2025-01-30T00:23:31.979425,1075,5,37,10.29,2023-01-31T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0162,TOO-787342-489,Generic Brand Tool #163,Generic Brand industrial tool for manufacturing operations,tool,repair,poor,kilinto,Hawassa Industrial Park,"Building B, Floor 3",2024-02-05T00:23:31.979425,935,622.24,19.02,Generic Brand,Generic Brand-660,SN1239517,180,2025-09-07T00:23:31.982399,2026-03-06T00:23:31.982399,2027-02-04T00:23:31.979425,705,3,125,15.19,2024-02-05T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0163,IT--177679-771,Lenovo It Equipment #164,Lenovo industrial it-equipment for manufacturing operations,it-equipment,operational,excellent,hawassa-park,Kilinto Industrial Park,"Building B, Floor 2",2024-05-18T00:23:31.979425,1888,1474.1,13.94,Lenovo,Lenovo-288,SN7952723,365,2025-04-21T00:23:31.982399,2026-04-21T00:23:31.982399,2027-05-18T00:23:31.979425,602,1,264,5.16,2024-05-18T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0164,MAC-859284-312,Honeywell Machinery #165,Honeywell industrial machinery for manufacturing operations,machinery,repair,poor,bole-lemi,Kilinto Industrial Park,"Building A, Floor 2",2021-10-03T00:23:31.979425,263868,126871.63,15.76,Honeywell,Honeywell-977,SN8092815,90,2025-12-29T00:23:31.982399,2026-03-29T00:23:31.982399,2024-10-02T00:23:31.979425,1560,17,12,15.43,2021-10-03T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0165,TOO-784157-888,Generic Brand Tool #166,Generic Brand industrial tool for manufacturing operations,tool,maintenance,fair,kombolcha,Kilinto Industrial Park,"Building C, Floor 2",2023-10-18T00:23:31.979425,2427,1631.57,16.3,Generic Brand,Generic Brand-306,SN2928500,180,2026-01-08T00:23:31.982399,2026-07-07T00:23:31.982399,2026-10-17T00:23:31.979425,815,4,2,10.22,2023-10-18T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0166,SAF-797864-138,Generic Brand Safety Equipment #167,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,fair,hawassa-park,Hawassa Industrial Park,"Building B, Floor 3",2021-06-28T00:23:31.979425,6489,2752.14,17.23,Generic Brand,Generic Brand-309,SN2547110,180,2025-11-12T00:23:31.982399,2026-05-11T00:23:31.982399,2022-06-28T00:23:31.979425,1657,9,59,10.45,2021-06-28T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0167,TOO-745510-119,Generic Brand Tool #168,Generic Brand industrial tool for manufacturing operations,tool,operational,good,kombolcha,Hawassa Industrial Park,"Building B, Floor 1",2023-08-07T00:23:31.979425,2306,1481.37,16.66,Generic Brand,Generic Brand-692,SN6046418,180,2025-09-19T00:23:31.982399,2026-03-18T00:23:31.982399,2024-08-06T00:23:31.979425,887,4,113,7.24,2023-08-07T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0168,SAF-486978-612,Generic Brand Safety Equipment #169,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,reserved,good,kilinto,Kombolcha Industrial Park,"Building C, Floor 1",2022-04-25T00:23:31.979425,9597,5882.43,12.35,Generic Brand,Generic Brand-800,SN2563076,180,2025-12-31T00:23:31.982399,2026-06-29T00:23:31.982399,2025-04-24T00:23:31.979425,1356,7,10,7.37,2022-04-25T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0169,TOO-847903-300,Generic Brand Tool #170,Generic Brand industrial tool for manufacturing operations,tool,operational,poor,kombolcha,Bole Lemi Industrial Park,"Building A, Floor 3",2021-08-31T00:23:31.979425,3890,2991.28,5.85,Generic Brand,Generic Brand-613,SN4664197,180,2025-09-16T00:23:31.982399,2026-03-15T00:23:31.982399,2023-08-31T00:23:31.979425,1593,8,116,15.44,2021-08-31T00:23:31.979425,2026-01-10T00:23:31.982399
asset_0170,TOO-501071-140,Generic Brand Tool #171,Generic Brand industrial tool for manufacturing operations,tool,repair,fair,bole-lemi,Kilinto Industrial Park,"Building B, Floor 1",2025-01-11T00:23:31.979425,4898,4120.9,15.92,Generic Brand,Generic Brand-462,SN1765918,180,2025-12-08T00:23:31.982399,2026-06-06T00:23:31.982399,2026-01-11T00:23:31.979425,364,2,33,10.1,2025-01-11T00:23:31.979425,2026-01-10T00:23:31.982399
